Time_s,Downrange_km,Altitude_km,VelHoriz_ms,VelVert_ms,VelTotal_ms,Mach,Phase,Mass_kg
134.7,39.9018693713343,46.2079260849636,1977.82478305318,-154.111702914207,1983.81987323307,6.04007238607885,5,550
134.8,40.0996515011061,46.1924666121572,1977.81780987175,-155.077753226061,1983.88820214032,6.04076750203758,5,550
134.9,40.2974329328045,46.176910534316,1977.81082156432,-156.043803612033,1983.95698404543,6.04146719377208,5,550
135,40.4952136649105,46.1612578514322,1977.8038180009,-157.009854076161,1984.02621877231,6.04217146368325,5,550
135.1,40.6929936958918,46.145508563498,1977.79679905077,-157.975904622232,1984.09590614382,6.04288031418894,5,550
135.2,40.8907730242033,46.1296626705049,1977.78976458244,-158.94195525378,1984.16604598178,6.04359374772401,5,550
135.3,41.0885516482866,46.1137201724443,1977.78271446367,-159.908005974085,1984.23663810693,6.04431176674025,5,550
135.4,41.28632956657,46.097681069307,1977.77564856142,-160.874056786171,1984.30768233896,6.04503437370647,5,550
135.5,41.4841067774683,46.0815453610839,1977.76856674189,-161.840107692804,1984.37917849646,6.04576157110847,5,550
135.6,41.6818832793833,46.0653130477653,1977.76146887047,-162.806158696487,1984.45112639697,6.04649336144904,5,550
135.7,41.8796590707028,46.0489841293413,1977.75435481175,-163.772209799461,1984.52352585689,6.04722974724801,5,550
135.8,42.0774341498015,46.032558605802,1977.74722442953,-164.738261003704,1984.59637669155,6.04797073104222,5,550
135.9,42.2752085150401,46.0160364771371,1977.74007758677,-165.704312310922,1984.66967871517,6.04871631538556,5,550
136,42.4729821647656,45.9994177433363,1977.73291414563,-166.670363722555,1984.74343174083,6.04946650284894,5,550
136.1,42.6707550973113,45.9827024043891,1977.72573396741,-167.636415239767,1984.8176355805,6.05022129602034,5,550
136.2,42.8685273109965,45.9658904602848,1977.71853691259,-168.602466863452,1984.89229004501,6.0509806975048,5,550
136.3,43.0662988041266,45.9489819110128,1977.7113228408,-169.568518594224,1984.96739494404,6.05174470992444,5,550
